rxcui,name,tty
2101710,halobetasol propionate 0.1 MG/ML Topical Lotion,SCD
977990,halobetasol propionate 0.5 MG/ML Topical Cream,SCD
2047646,halobetasol propionate 0.5 MG/ML Topical Foam,SCD
1789962,halobetasol propionate 0.5 MG/ML Topical Lotion,SCD
314032,halofantrine 250 MG Oral Tablet,SCD
417799,halometasone 0.5 MG/ML Topical Cream,SCD
108873,haloperidol 0.2 MG/ML Oral Solution,SCD
108375,haloperidol 0.3 MG/ML Oral Solution,SCD
108872,haloperidol 0.4 MG/ML Oral Solution,SCD
249960,haloperidol 0.5 MG Oral Capsule,SCD
310670,haloperidol 0.5 MG Oral Tablet,SCD
310671,haloperidol 1 MG Oral Tablet,SCD
310673,haloperidol 1 MG/ML Oral Solution,SCD
199319,haloperidol 1.5 MG Oral Tablet,SCD
314035,haloperidol 10 MG Oral Tablet,SCD
199953,haloperidol 10 MG/ML Injectable Solution,SCD
314034,haloperidol 2 MG Oral Tablet,SCD
141935,haloperidol 2 MG/ML Oral Solution,SCD
197754,haloperidol 20 MG Oral Tablet,SCD
310672,haloperidol 5 MG Oral Tablet,SCD
204416,haloperidol 5 MG/ML Injectable Solution,SCD
859871,haloperidol decanoate 100 MG/ML Injectable Solution,SCD
859867,haloperidol decanoate 50 MG/ML Injectable Solution,SCD
197753,haloprogin 10 MG/ML Topical Cream,SCD
310674,haloprogin 10 MG/ML Topical Solution,SCD
2057919,hamster skin extract 1 MG/ML Injectable Solution,SCD
895067,hamster skin extract 10000 UNT/ML Injectable Solution,SCD
2203588,hard maple pollen extract 0.5 MG/ML / red maple pollen extract 0.5 MG/ML Injectable Solution,SCD
2202948,hard maple pollen extract 1 MG/ML Injectable Solution,SCD
895598,hard maple pollen extract 100 MG/ML Injectable Solution,SCD
2203592,hard maple pollen extract 10000 UNT/ML / red maple pollen extract 10000 UNT/ML Injectable Solution,SCD
2203591,hard maple pollen extract 25 MG/ML / red maple pollen extract 25 MG/ML Injectable Solution,SCD
895604,hard maple pollen extract 40000 UNT/ML Injectable Solution,SCD
851877,hard maple pollen extract 50 MG/ML Injectable Solution,SCD
891636,hazelnut allergenic extract 50 MG/ML Injectable Solution,SCD
2203003,hazelnut pollen extract 1 MG/ML Injectable Solution,SCD
899958,hazelnut pollen extract 100 MG/ML Injectable Solution,SCD
899962,hazelnut pollen extract 40000 UNT/ML Injectable Solution,SCD
852284,hazelnut pollen extract 50 MG/ML Injectable Solution,SCD
311714,heavy mineral oil 1000 MG/ML Oral Solution,SCD
413100,helium 100 % Gas for Inhalation,SCD
1432283,helium 20 % / nitrogen 30 % / oxygen 50 % Gas for Inhalation,SCD
413105,helium 50 % / oxygen 50 % Gas for Inhalation,SCD
347697,helium 60 % / oxygen 40 % Gas for Inhalation,SCD
995446,helium 67 % / oxygen 33 % Gas for Inhalation,SCD
347048,helium 70 % / oxygen 30 % Gas for Inhalation,SCD
348600,helium 75 % / oxygen 25 % Gas for Inhalation,SCD
542167,helium 79 % / oxygen 21 % Gas for Inhalation,SCD
1373011,helium 79.6 % / oxygen 20.4 % Gas for Inhalation,SCD
542169,helium 80 % / oxygen 20 % Gas for Inhalation,SCD
899374,helium 9 % / nitrogen 56 % / oxygen 35 % Gas for Inhalation,SCD
310693,helium 99 % Gas for Inhalation,SCD
997972,helium 99.2 % Gas for Inhalation,SCD
347675,helium 99.9 % Gas for Inhalation,SCD
2101421,Helminthosporium solani allergenic extract 1 MG/ML Injectable Solution,SCD
2102458,Helminthosporium solani allergenic extract 100 MG/ML Injectable Solution,SCD
966938,Helminthosporium solani allergenic extract 20000 UNT/ML Injectable Solution,SCD
966940,Helminthosporium solani allergenic extract 40000 UNT/ML Injectable Solution,SCD
1094492,Helminthosporium solani allergenic extract 50 MG/ML Injectable Solution,SCD
238657,hemin 313 MG Injection,SCD
1926452,hemin 350 MG Injection,SCD
849760,heparin calcium 25000 UNT/ML Injectable Solution,SCD
1361029,"heparin sodium, porcine 10 UNT/ML Injectable Solution",SCD
1361048,"heparin sodium, porcine 100 UNT/ML Injectable Solution",SCD
1361226,"heparin sodium, porcine 1000 UNT/ML Injectable Solution",SCD
1362831,"heparin sodium, porcine 10000 UNT/ML Injectable Solution",SCD
1362935,"heparin sodium, porcine 2 UNT/ML Injectable Solution",SCD
1361574,"heparin sodium, porcine 20000 UNT/ML Injectable Solution",SCD
1361615,"heparin sodium, porcine 5000 UNT/ML Injectable Solution",SCD
107323,heparinoids 0.002 MG/MG / salicylic acid 0.02 MG/MG Topical Gel,SCD
106449,heparinoids 0.003 MG/MG Topical Gel,SCD
392645,heparinoids 0.008 MG/MG Topical Ointment,SCD
1020040,heparinoids 2 MG/ML / salicylic acid 20 MG/ML Topical Cream,SCD
106450,heparinoids 3 MG/ML Topical Cream,SCD
412675,hepatitis B immune globulin 50 UNT/ML Injectable Solution,SCD
830237,hepatitis B surface antigen vaccine 0.005 MG/ML Injectable Suspension,SCD
991269,heptanoic acid 15 MG/ML Topical Solution,SCD
1423474,heptanoic acid 3 MG/ML / lactic acid 14 MG/ML Topical Solution,SCD
1252027,heptanoic acid 4 MG/ML / iodine 10 MG/ML Topical Solution,SCD
991263,heptanoic acid 7 MG/ML Topical Solution,SCD
250473,heroin 10 MG Oral Tablet,SCD
310761,hexachlorophene 30 MG/ML Medicated Liquid Soap,SCD
310759,hexachlorophene 5 MG/ML / hydrocortisone 5 MG/ML / menthol 1.25 MG/ML Topical Cream,SCD
2702866,hexamidine diisethionate 1 MG/ML / salicylic acid 30 MG/ML Medicated Shampoo,SCD
2717261,hexamidine diisethionate 1 MG/ML Medicated Shampoo,SCD
310767,hexobarbital 260 MG Oral Tablet,SCD
2668602,hexylresorcinol 0.001 MG/MG Topical Ointment,SCD
198693,hexylresorcinol 1 MG/ML Topical Solution,SCD
2744293,hexylresorcinol 2 MG / menthol 6.1 MG Oral Lozenge,SCD
2569279,hexylresorcinol 2 MG Oral Lozenge,SCD
1046698,hexylresorcinol 2.4 MG / menthol 4.5 MG Oral Lozenge,SCD
247463,hexylresorcinol 2.4 MG Oral Lozenge,SCD
1091387,histamine dihydrochloride 0.25 MG/ML Topical Cream,SCD
1148634,histamine dihydrochloride 0.28 MG/ML / menthol 45.7 MG/ML Topical Cream,SCD
2611792,histamine dihydrochloride 0.3 MG/ML / menthol 30 MG/ML Topical Cream,SCD
2167855,histamine dihydrochloride 0.3 MG/ML Topical Cream,SCD
2645121,histamine dihydrochloride 0.4 MG/ML Topical Cream,SCD
1947261,histamine dihydrochloride 0.5 MG/ML / menthol 100 MG/ML / methyl salicylate 100 MG/ML Topical Cream,SCD
1542820,histamine dihydrochloride 0.5 MG/ML Topical Cream,SCD
2048002,histamine dihydrochloride 1 MG/ML / menthol 20 MG/ML Topical Spray,SCD
1300288,histamine dihydrochloride 1 MG/ML / menthol 30 MG/ML Topical Cream,SCD
2048004,histamine dihydrochloride 1 MG/ML Topical Spray,SCD
198927,histidine 600 MG Oral Capsule,SCD
1740437,histrelin acetate 0.00271 MG/HR Drug Implant,SCD
2057911,hog skin extract 1 MG/ML Injectable Solution,SCD
889660,hog skin extract 100 MG/ML Injectable Solution,SCD
889658,hog skin extract 10000 UNT/ML Injectable Solution,SCD
2057913,hog skin extract 2 MG/ML Injectable Solution,SCD
889656,hog skin extract 20000 UNT/ML Injectable Solution,SCD
852842,hog skin extract 50 MG/ML Injectable Solution,SCD
992813,homatropine hydrobromide 1.25 MG/ML Ophthalmic Solution,SCD
992819,homatropine hydrobromide 10 MG/ML Ophthalmic Solution,SCD
992821,homatropine hydrobromide 2.5 MG/ML Ophthalmic Solution,SCD
992747,homatropine hydrobromide 20 MG/ML Ophthalmic Solution,SCD
992823,homatropine hydrobromide 5 MG/ML Ophthalmic Solution,SCD
992757,homatropine hydrobromide 50 MG/ML Ophthalmic Solution,SCD
992668,homatropine methylbromide 0.3 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution,SCD
992656,homatropine methylbromide 1.5 MG / hydrocodone bitartrate 5 MG Oral Tablet,SCD
992735,homatropine methylbromide 10 MG Oral Tablet,SCD
992752,homatropine methylbromide 5 MG Oral Tablet,SCD
2720398,Home Admin influenza A virus A/Norway/31694/2022 (H1N1) antigen 158000000 UNT/ML / influenza A virus A/Perth/722/2024 (H3N2) antigen 158000000 UNT/ML / influenza B virus B/Austria/1359417/2021 antigen 158000000 UNT/ML Nasal Spray,SCD
904438,honeydew melon allergenic extract 100 MG/ML Injectable Solution,SCD
899483,hops allergenic extract 50 MG/ML Injectable Solution,SCD
259931,horse chestnut seed 300 MG Oral Capsule,SCD
995714,horse hair extract 10 MG/ML / horse skin extract 10 MG/ML Injectable Solution,SCD
2057684,horse skin extract 1 MG/ML Injectable Solution,SCD
852482,horse skin extract 100 MG/ML Injectable Solution,SCD
895468,horse skin extract 10000 UNT/ML Injectable Solution,SCD
2057688,horse skin extract 2 MG/ML Injectable Solution,SCD
895470,horse skin extract 20000 UNT/ML Injectable Solution,SCD
895459,horse skin extract 50 MG/ML Injectable Solution,SCD
852522,house dust allergenic extract 20 MG/ML Injectable Solution,SCD
2057968,house fly extract 1 MG/ML Injectable Solution,SCD
967926,house fly extract 100 MG/ML Injectable Solution,SCD
967930,house fly extract 20000 UNT/ML Injectable Solution,SCD
2057966,house fly extract 40000 UNT/ML Injectable Solution,SCD
967924,house fly extract 50 MG/ML Injectable Solution,SCD
2057921,house mouse skin extract 1 MG/ML Injectable Solution,SCD
852696,house mouse skin extract 100 MG/ML Injectable Solution,SCD
895193,house mouse skin extract 20000 UNT/ML Injectable Solution,SCD
895187,house mouse skin extract 50 MG/ML Injectable Solution,SCD
597395,human vaccinia immune globulin 50 MG/ML Injectable Solution,SCD
798297,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension,SCD
1650281,hyaluronic acid 10 MG / mecobalamin 0.12 MG Oral Lozenge,SCD
1246842,hyaluronic acid 20 MG/ML Injectable Solution,SCD
905199,hydralazine hydrochloride 10 MG Oral Tablet,SCD
905203,hydralazine hydrochloride 100 MG / hydrochlorothiazide 50 MG Oral Capsule,SCD
905222,hydralazine hydrochloride 100 MG Oral Tablet,SCD
905353,hydralazine hydrochloride 25 MG / hydrochlorothiazide 15 MG / reserpine 0.1 MG Oral Tablet,SCD
905211,hydralazine hydrochloride 25 MG / hydrochlorothiazide 25 MG Oral Capsule,SCD
905225,hydralazine hydrochloride 25 MG Oral Tablet,SCD
905377,hydralazine hydrochloride 37.5 MG / isosorbide dinitrate 20 MG Oral Tablet,SCD
905217,hydralazine hydrochloride 50 MG / hydrochlorothiazide 50 MG Oral Capsule,SCD
905395,hydralazine hydrochloride 50 MG Oral Tablet,SCD
310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,SCD
310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,SCD
197885,hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet,SCD
197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,SCD
979464,hydrochlorothiazide 12.5 MG / losartan potassium 100 MG Oral Tablet,SCD
979468,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet,SCD
1299859,hydrochlorothiazide 12.5 MG / moexipril hydrochloride 15 MG Oral Tablet,SCD
1299871,hydrochlorothiazide 12.5 MG / moexipril hydrochloride 7.5 MG Oral Tablet,SCD
403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,SCD
403854,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD
310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,SCD
310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,SCD
283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,SCD
283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,SCD
200285,hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,SCD
636042,hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet,SCD
200284,hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet,SCD
199903,hydrochlorothiazide 12.5 MG Oral Capsule,SCD
429503,hydrochlorothiazide 12.5 MG Oral Tablet,SCD
197963,hydrochlorothiazide 15 MG / methyldopa 250 MG Oral Tablet,SCD
485471,hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet,SCD
896976,hydrochlorothiazide 25 MG / labetalol hydrochloride 300 MG Oral Tablet,SCD
197887,hydrochlorothiazide 25 MG / lisinopril 20 MG Oral Tablet,SCD
979471,hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet,SCD
197960,hydrochlorothiazide 25 MG / methyldopa 250 MG Oral Tablet,SCD
866479,hydrochlorothiazide 25 MG / metoprolol tartrate 100 MG Oral Tablet,SCD
866482,hydrochlorothiazide 25 MG / metoprolol tartrate 50 MG Oral Tablet,SCD
1299890,hydrochlorothiazide 25 MG / moexipril hydrochloride 15 MG Oral Tablet,SCD
403855,hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD
856422,hydrochlorothiazide 25 MG / propranolol hydrochloride 40 MG Oral Tablet,SCD
856429,hydrochlorothiazide 25 MG / propranolol hydrochloride 80 MG Oral Tablet,SCD
310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,SCD
204501,hydrochlorothiazide 25 MG / reserpine 0.125 MG Oral Tablet,SCD
198224,hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet,SCD
477130,hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet,SCD
310811,hydrochlorothiazide 25 MG / timolol 10 MG Oral Tablet,SCD
198316,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Capsule,SCD
310812,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Tablet,SCD
314029,hydrochlorothiazide 25 MG / triamterene 50 MG Oral Tablet,SCD
349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,SCD
636045,hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,SCD
310798,hydrochlorothiazide 25 MG Oral Tablet,SCD
197962,hydrochlorothiazide 30 MG / methyldopa 500 MG Oral Tablet,SCD
197961,hydrochlorothiazide 50 MG / methyldopa 500 MG Oral Tablet,SCD
866491,hydrochlorothiazide 50 MG / metoprolol tartrate 100 MG Oral Tablet,SCD
197771,hydrochlorothiazide 50 MG / reserpine 0.125 MG Oral Tablet,SCD
198225,hydrochlorothiazide 50 MG / spironolactone 50 MG Oral Tablet,SCD
310818,hydrochlorothiazide 50 MG / triamterene 75 MG Oral Tablet,SCD
197770,hydrochlorothiazide 50 MG Oral Tablet,SCD
2704012,hydrochlorothiazide 800 MG Powder for Oral Suspension,SCD
859315,hydrocodone bitartrate 10 MG / ibuprofen 200 MG Oral Tablet,SCD
858770,hydrocodone bitartrate 2.5 MG / ibuprofen 200 MG Oral Tablet,SCD
858778,hydrocodone bitartrate 5 MG / ibuprofen 200 MG Oral Tablet,SCD
858798,hydrocodone bitartrate 7.5 MG / ibuprofen 200 MG Oral Tablet,SCD
860599,hydrocodone bitartrate 7.5 MG Oral Tablet,SCD
2714656,hydrocortisone 0.001 MG/MG Topical Ointment,SCD
310861,hydrocortisone 0.005 MG/MG Topical Ointment,SCD
1606353,hydrocortisone 0.01 MG/MG / ketoconazole 0.0015 MG/MG Otic Gel,SCD
998552,hydrocortisone 0.01 MG/MG / miconazole nitrate 0.02 MG/MG Topical Ointment,SCD
249207,hydrocortisone 0.01 MG/MG / oxytetracycline 0.03 MG/MG Topical Ointment,SCD
260192,hydrocortisone 0.01 MG/MG Rectal Ointment,SCD
198706,hydrocortisone 0.01 MG/MG Topical Gel,SCD
203105,hydrocortisone 0.01 MG/MG Topical Ointment,SCD
544118,hydrocortisone 0.02 MG/MG / iodoquinol 0.01 MG/MG Topical Gel,SCD
604449,hydrocortisone 0.02 MG/MG Topical Gel,SCD
103401,hydrocortisone 0.025 MG/MG Topical Ointment,SCD
2399644,hydrocortisone 0.5 MG Oral Granules,SCD
1537198,hydrocortisone 0.5 MG/ML / lidocaine hydrochloride 0.5 MG/ML / pramoxine hydrochloride 2.5 MG/ML Medicated Shampoo,SCD
2399652,hydrocortisone 1 MG Oral Granules,SCD
310877,hydrocortisone 1 MG/MG Topical Powder,SCD
2716550,hydrocortisone 1 MG/ML Oral Solution,SCD
106248,hydrocortisone 1 MG/ML Topical Cream,SCD
310878,hydrocortisone 1.67 MG/ML Enema,SCD
197782,hydrocortisone 10 MG Oral Tablet,SCD
310870,hydrocortisone 10 MG/ML / iodoquinol 10 MG/ML Topical Cream,SCD
2639745,hydrocortisone 10 MG/ML / ketoconazole 1.5 MG/ML Otic Solution,SCD
2599635,hydrocortisone 10 MG/ML / lidocaine hydrochloride 30 MG/ML Topical Spray,SCD
998553,hydrocortisone 10 MG/ML / miconazole nitrate 20 MG/ML Topical Cream,SCD
204874,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Suspension,SCD
204423,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Otic Solution,SCD
310687,hydrocortisone 10 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Otic Suspension,SCD
106078,hydrocortisone 10 MG/ML / neomycin 5 MG/ML Topical Cream,SCD
1541084,hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Spray,SCD
2619447,hydrocortisone 10 MG/ML / pramoxine hydrochloride 5 MG/ML Rectal Spray,SCD
2458959,hydrocortisone 10 MG/ML / pramoxine hydrochloride 5 MG/ML Topical Spray,SCD
1738574,hydrocortisone 10 MG/ML / salicylic acid 30 MG/ML / sulfur 30 MG/ML Topical Cream,SCD
1926571,hydrocortisone 10 MG/ML Medicated Shampoo,SCD
250804,hydrocortisone 10 MG/ML Ophthalmic Solution,SCD
240749,hydrocortisone 10 MG/ML Otic Solution,SCD
310868,hydrocortisone 10 MG/ML Rectal Cream,SCD
106258,hydrocortisone 10 MG/ML Topical Cream,SCD
832711,hydrocortisone 10 MG/ML Topical Foam,SCD
103403,hydrocortisone 10 MG/ML Topical Lotion,SCD
310869,hydrocortisone 10 MG/ML Topical Solution,SCD
317564,hydrocortisone 10 MG/ML Topical Spray,SCD
1494032,hydrocortisone 10 MG/ML Vaginal Cream,SCD
238755,hydrocortisone 100 MG Injection,SCD
250788,hydrocortisone 100 MG/ML Injectable Solution,SCD
1738586,hydrocortisone 1000 MG Injection,SCD
360584,hydrocortisone 15 MG/ML / neomycin 5 MG/ML Otic Solution,SCD
2399656,hydrocortisone 2 MG Oral Granules,SCD
310899,hydrocortisone 2 MG/ML Oral Suspension,SCD
251452,hydrocortisone 2.5 MG Oral Lozenge,SCD
197783,hydrocortisone 20 MG Oral Tablet,SCD
2677688,hydrocortisone 20 MG/ML Topical Cream,SCD
197784,hydrocortisone 20 MG/ML Topical Lotion,SCD
1246528,hydrocortisone 25 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream,SCD
238754,hydrocortisone 25 MG/ML Injectable Suspension,SCD
310879,hydrocortisone 25 MG/ML Rectal Cream,SCD
310891,hydrocortisone 25 MG/ML Topical Cream,SCD
197785,hydrocortisone 25 MG/ML Topical Lotion,SCD
197786,hydrocortisone 25 MG/ML Topical Solution,SCD
1738590,hydrocortisone 250 MG Injection,SCD
2729343,hydrocortisone 3 MG/ML / miconazole nitrate 20 MG/ML Topical Cream,SCD
2399659,hydrocortisone 5 MG Oral Granules,SCD
197787,hydrocortisone 5 MG Oral Tablet,SCD
2685535,hydrocortisone 5 MG/ML / lidocaine hydrochloride 30 MG/ML Topical Cream,SCD
198707,hydrocortisone 5 MG/ML Topical Cream,SCD
244492,hydrocortisone 5 MG/ML Topical Lotion,SCD
310858,hydrocortisone 5 MG/ML Topical Spray,SCD
1738594,hydrocortisone 500 MG Injection,SCD
2671298,hydrocortisone 6.67 MG/ML / tolnaftate 10 MG/ML Topical Solution,SCD
1012216,hydrocortisone acetate 0.00275 MG/MG / lidocaine hydrochloride 0.05 MG/MG Topical Ointment,SCD
1542920,hydrocortisone acetate 0.005 MG/MG Ophthalmic Ointment,SCD
1012221,hydrocortisone acetate 0.0055 MG/MG / lidocaine hydrochloride 0.028 MG/MG Rectal Gel,SCD
1234317,hydrocortisone acetate 0.01 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment,SCD
1542921,hydrocortisone acetate 0.01 MG/MG Ophthalmic Ointment,SCD
1440184,hydrocortisone acetate 0.01 MG/MG Topical Ointment,SCD
1293727,hydrocortisone acetate 0.02 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Gel,SCD
1012223,hydrocortisone acetate 0.025 MG/MG / lidocaine hydrochloride 0.03 MG/MG Rectal Gel,SCD
1234333,hydrocortisone acetate 0.025 MG/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment,SCD
1542922,hydrocortisone acetate 0.025 MG/MG Ophthalmic Ointment,SCD
2044886,hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 10 MG/ML Topical Cream,SCD
1012229,hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 30 MG/ML Rectal Cream,SCD
2683735,hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 38.8 MG/ML Topical Cream,SCD
2687694,hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 38.8 MG/ML Topical Lotion,SCD
2677462,hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 50 MG/ML Topical Cream,SCD
2689312,hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 50 MG/ML Topical Lotion,SCD
1235049,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream,SCD
828362,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Foam,SCD
1116499,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Cream,SCD
904782,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Foam,SCD
1234393,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion,SCD
1294024,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Spray,SCD
1043690,hydrocortisone acetate 10 MG/ML Topical Cream,SCD
1039349,hydrocortisone acetate 10 MG/ML Vaginal Cream,SCD
1545172,hydrocortisone acetate 100 MG/ML Rectal Foam,SCD
1549474,hydrocortisone acetate 15 MG/ML / neomycin 5 MG/ML Ophthalmic Solution,SCD
1114854,hydrocortisone acetate 18.5 MG/ML / pramoxine hydrochloride 11.5 MG/ML Rectal Cream,SCD
1486177,hydrocortisone acetate 18.5 MG/ML / pramoxine hydrochloride 11.5 MG/ML Topical Cream,SCD
1436947,hydrocortisone acetate 19 MG/ML / iodoquinol 10 MG/ML Topical Cream,SCD
1012362,hydrocortisone acetate 2 MG/ML / lidocaine hydrochloride 10 MG/ML Topical Spray,SCD
1012233,hydrocortisone acetate 20 MG/ML / lidocaine hydrochloride 20 MG/ML Rectal Cream,SCD
251224,hydrocortisone acetate 20 MG/ML Topical Cream,SCD
1094443,hydrocortisone acetate 23.5 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream,SCD
2590741,hydrocortisone acetate 25 MG / pramoxine hydrochloride 18 MG Rectal Suppository,SCD
1291082,hydrocortisone acetate 25 MG Rectal Suppository,SCD
1294025,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream,SCD
1234506,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Cream,SCD
1234512,hydrocortisone acetate 25 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion,SCD
1809843,hydrocortisone acetate 25 MG/ML Topical Cream,SCD
1291085,hydrocortisone acetate 30 MG Rectal Suppository,SCD
1012235,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Rectal Cream,SCD
1012345,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Topical Cream,SCD
1012238,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Topical Lotion,SCD
1542804,hydrocortisone acetate 5 MG/ML / neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML Topical Cream,SCD
1250490,hydrocortisone acetate 5 MG/ML Topical Cream,SCD
1489372,hydrocortisone acetate 5 MG/ML Topical Lotion,SCD
1370758,hydrocortisone butyrate 0.001 MG/MG Topical Ointment,SCD
1370770,hydrocortisone butyrate 1 MG/ML Topical Cream,SCD
1370763,hydrocortisone butyrate 1 MG/ML Topical Lotion,SCD
1370767,hydrocortisone butyrate 1 MG/ML Topical Solution,SCD
1370746,hydrocortisone probutate 1 MG/ML Topical Cream,SCD
1037338,hydrocortisone sodium phosphate 50 MG/ML Injectable Solution,SCD
1370750,hydrocortisone valerate 0.002 MG/MG Topical Ointment,SCD
1370754,hydrocortisone valerate 2 MG/ML Topical Cream,SCD
250376,hydroflumethiazide 25 MG / spironolactone 25 MG Oral Tablet,SCD
250377,hydroflumethiazide 50 MG / spironolactone 50 MG Oral Tablet,SCD
197788,hydroflumethiazide 50 MG Oral Tablet,SCD
1297381,hydrofluoric acid 0.01 MG/MG / phosphoric acid 0.0112 MG/MG / sodium fluoride 0.018 MG/MG Oral Gel,SCD
199012,hydrogen peroxide 0.015 MG/MG Oral Gel,SCD
1095271,hydrogen peroxide 0.017 MG/MG Oral Gel,SCD
2099778,hydrogen peroxide 0.018 MG/MG Topical Gel,SCD
2477535,hydrogen peroxide 0.0214 MG/MG Toothpaste,SCD
152973,hydrogen peroxide 10 MG/ML Topical Cream,SCD
996693,hydrogen peroxide 10 MG/ML Topical Solution,SCD
1747301,hydrogen peroxide 100 MG/ML / lactic acid 50 MG/ML Topical Solution,SCD
2705805,hydrogen peroxide 14 MG/ML Mouthwash,SCD
2584344,hydrogen peroxide 15 MG/ML / menthol 1 MG/ML Mucous Membrane Topical Solution,SCD
358975,hydrogen peroxide 15 MG/ML Mouthwash,SCD
205336,hydrogen peroxide 15 MG/ML Mucous Membrane Topical Solution,SCD
199011,hydrogen peroxide 15 MG/ML Oral Solution,SCD
106442,hydrogen peroxide 15 MG/ML Topical Cream,SCD
2530801,hydrogen peroxide 26.5 MG/ML Mouthwash,SCD
797811,hydrogen peroxide 30 MG/ML Medicated Pad,SCD
1942710,hydrogen peroxide 30 MG/ML Mouthwash,SCD
91349,hydrogen peroxide 30 MG/ML Topical Solution,SCD
283420,hydrogen peroxide 30 MG/ML Topical Spray,SCD
91348,hydrogen peroxide 300 MG/ML Topical Solution,SCD
833152,hydrogen peroxide 350 MG/ML Mouthwash,SCD
245667,hydrogen peroxide 350 MG/ML Topical Solution,SCD
1114385,hydrogen peroxide 40 MG/ML Topical Solution,SCD
251182,hydrogen peroxide 400 MG/ML Topical Solution,SCD
991277,hydrogen peroxide 5 MG/ML / lactic acid 17 MG/ML Topical Solution,SCD
1546202,hydrogen peroxide 5 MG/ML / lactic acid 17 MG/ML Topical Spray,SCD
1006196,hydrogen peroxide 5 MG/ML Topical Solution,SCD
1436931,hydrogen peroxide 6 MG/ML Topical Solution,SCD
897771,hydromorphone hydrochloride 1 MG Oral Tablet,SCD
