code,description
Z44.1,Lắp ráp và điều chỉnh chân giả (toàn bộ) (một phần)
Z44.2,Lắp ráp và điều chỉnh mắt giả
Z44.8,Lắp ráp và điều chỉnh các dụng cụ chỉnh hình bên ngoài khác
Z44.9,"Lắp ráp và điều chỉnh các dụng cụ chỉnh hình bên ngoài, không đặc hiệu"
Z45,Điều chỉnh và quản lý dụng cụ cấy ghép
Z45.0,Điều chỉnh và quản lý dụng cụ tim
Z45.1,Điều chỉnh và quản lý bơm tiêm điện
Z45.2,Điều chỉnh và quản lý dụng cụ tiếp cận mạch máu
Y43.9,Chất tác dụng chủ yếu khác cho hệ thống không đặc hiệu
Y44,Chất tác dụng trước tiên lên các thành phần của máu
Y44.0,Chế phẩm sắt và những chế phẩm khác chống thiếu máu nhược sắc
Y44.1,"Vitamin B12, acid folic và những chế phẩm khác chống thiếu máu đại huyết bào non (megaloblast)"
Y44.2,Chống đông máu
Y44.3,"Chất đối kháng chống đông máu, vitamin K và các chất làm đông máu"
Y44.5,Thuốc làm tan huyết khối
Y44.6,Máu tự nhiên và sản phẩm máu
Y44.7,Chất thay thế huyết tương
Y44.9,Chất khác và không rõ đặc điểm tác dụng lên các thành phần của máu
Y45,"Thuốc giảm đau, hạ sốt và chống viêm"
Y45.0,Thuốc phiện và các chất giảm đau có liên quan
Y45.2,Dẫn xuất acid propionic
Y45.3,Thuốc kháng viêm khác không phải steroid
Y45.5,Dẫn xuất 4 aminophenol
Y45.8,Thuốc giảm đau và hạ sốt khác
Y46,Thuốc chống động kinh và Parkinson
Y46.0,Succinimid
Y46.1,Oxazolidinedion
Y46.2,Dẫn xuất hydantoin
Y46.3,Deoxybarbiturat
Y46.5,Acid valproic
Z60.4,Loại trừ và đào thải xã hội
Z60.5,Mục tiêu phân biệt đối xử chống đối cảm nhận được và ngược đãi
Z60.8,Các vấn đề khác liên quan đến môi trường xã hội
Y57.5,Chất cản quang
Y57.6,Các chất dùng để chẩn đoán khác
Y57.7,"Vitamin, không xếp loại nơi khác"
Y57.8,"Thuốc, dược chất khác"
Y57.9,"Thuốc, dược chất không rõ đặc điểm"
Y58.0,Vaccin BCG
Y58.1,Vaccin thương hàn và phó thương hàn
Y58.2,Vaccin tả
Y58.4,Vaccin uốn ván
Y58.5,Vaccin bạch hầu
Y58.8,"Vaccin phối hợp vi khuẩn, trừ phối hợp 1 thành phần ho gà"
Y58.9,Vaccin khác và không rõ đặc điểm
Y59,"Các Vaccin và sinh chất khác, không đặc hiệu"
Y59.0,Vaccin virus
Y59.1,Vaccin Rickettsia
Y59.3,Globulin miễn dịch
Y59.9,Các Vaccin và sinh chất không đặc hiệu
Y60,"Không cố ý cắt, chọc, làm thủng, chảy máu trong trong phẫu thuật và thủ thuật"
Y60.0,Trong khi mổ
Y60.1,Trong truyền dịch hay máu
Y60.3,Trong khi tiêm hay gây miễn dịch
Y60.4,Trong khám nội soi
Y60.5,Trong thông tim
Y60.6,"Trong hút, chọc hay thông khác"
Y60.7,Trong khi thụt
Y60.9,"Trong chăm sóc nội, ngoại khoa không đặc biệt"
Y61,"Dị vật nhỡ để quên trong cơ thể trong khi chăm sóc nội, ngoại khoa"
Y61.0,Trong mổ
Y61.1,Trong truyền dịch hay máu
Y61.3,Trong tiêm hay gây miễn dịch
Y61.4,Trong khám nội soi
Y61.5,Trong thông tim
Y61.6,"Trong hút, chọc và thông khác"
Y61.7,Trong khi rút catheter hay bọc lại
Y61.9,"Trong chăm sóc nội, ngoại khoa không xác định chính xác"
Y62,"Không đảm bảo vô trùng trong chăm sóc nội, ngoại khoa"
Y62.0,Trong mổ
Y62.1,Trong truyền dịch hay máu
Y62.2,Trong chạy thận nhân tạo hay truyền khác
Y62.4,Trong khám nội soi
Y62.5,Trong thông tim
Y62.6,"Trong hút, chọc, và thông khác"
Y62.8,"Trong chăm sóc nội, ngoại khoa khác"
Y63,"Không đảm bảo liều lượng trong chăm sóc nội, ngoại khoa"
Y63.1,Pha loãng dịch không đúng trong truyền dịch
Y63.2,Quá liều tia xạ trong khi điều trị
Y63.3,Phơi nhiễm của bệnh nhân do bất cẩn trước tia xạ trong chăm sóc y tế
Y63.4,Sai liều trong sốc điện hay liệu pháp sốc insulin
Y63.5,Nhiệt độ không phù hợp trong khi áp tại chỗ hay đắp quanh người
Y63.6,"Không dùng thuốc, dược chất, sinh chất không cần thiết"
Y63.61,"Dùng thuốc, dược chất, sinh chất không đủ liều"
L57.2,Bệnh dày da gáy
L57.3,Bệnh teo da hình mạng lưới của Civatt
L57.4,Bệnh nhão da người già
L57.8,Biển đổi khác ở da do tiếp xúc lâu dài với bức xạ không ion hóa
L57.9,Biến đổi khác ở da do tiếp xúc lâu dài với bức xạ không ion hóa không điển hình
L58,Viêm da do quang tuyến
L58.0,Viêm da do quang tuyến cấp tính
L58.1,Viêm da do quang tuyến mãn tính
L59,Các bệnh khác ở da và tổ chức dưới da liên quan đến bức xạ
L59.0,Hồng ban nhiệt [viêm da do nhiệt]
L59.8,Các bệnh đặc hiệu khác ở da và tổ chức dưới da liên quan đến bức xạ
L59.9,"Bệnh ở da và tổ chức dưới da liên quan đến bức xạ, không điển hình"
L60.0,Móng chọc thịt
L60.1,Móng tách
L60.3,Loạn dưỡng móng
L60.4,Móng rãnh Beau
L60.8,Các bệnh khác của móng
L60.9,"Bệnh móng khác, không điển hình"
L62*,Các bệnh móng trong các bệnh đã phân loại ở phần khác
L62.0*,Móng tay dùi trống do tăng sinh màng xương M89.4
L63,Rụng tóc từng mảng
L63.0,Rụng tóc toàn thể
L63.1,Rụng lông tóc toàn bộ
L63.2,Rụng tóc dạng dải
L63.8,Rụng tóc từng mảng khác
L63.9,"Rụng tóc từng mảng, không điển hình"
L64,Rụng tóc do nội tiết tố nam tính
L64.8,Rụng tóc do nội tiết tố nam khác
L64.9,"Rụng tóc do nội tiết tố nam, không đặc hiệu"
L65,Rụng tóc không sẹo khác
S20.40,Chấn thương nông không xác định của thành sau ngực
S20.41,Trầy xướt thành sau của ngực
S20.42,Bỏng dộp (không do nhiệt độ) ở thành sau của ngực
S20.44,Co thắt bên ngoài của thành sau ngực
S20.45,Dị vật nông ở thành sau ngực
S20.47,"Bị cắn, đốt nông khác ở thành sau ngực"
S20.7,Tổn thương phức tạp nông của ngực
S20.8,Tổn thương nông của các phần không đặc hiệu và khác của ngực
S20.90,Chấn thương nông không đặc hiệu của các phần không xác định của lồng ngực
S20.91,Trầy xướt ở vùng không xác định của ngực
S20.92,Bỏng dộp (không do nhiệt độ) của phần không xác định của ngực
S20.94,Co thắt bên ngoài của phần không xác định của ngực
S20.95,Dị vật nông ở phần không xác định của ngực
S20.96,"Bị cắn, đốt (không có nọc độc) ở phần không xác định của ngực"
S20.97,Bị cắn đốt nông ở phần không xác định của ngực
S21,Vết thương hở của ngực
S21.0,Vết thương hở của vú
S21.00,Vết thương hở không đặc hiệu ở vú
S21.01,Rách bờ nham nhở không có dị vật ở vú
S21.03,Vết thương do đâm không có dị vật ở vú
S21.04,Vết thương do đâm có dị vật ở vú
V62,Người trên xe tải nặng bị thương khi va chạm với mô tô 2 hay 3 bánh
V63,"Người trên xe tải nặng bị thương khi va chạm với ô tô, tải, xe kéo"
V64,Người trên xe tải nặng bị thương khi va chạm với xe tải nặng hay xe buýt
V65,Người trên xe tải nặng bị thương khi va chạm với tầu hỏa hay phương tiện đi trên ray
V66,Người trên xe tải nặng bị thương khi va chạm với xe không động cơ khác
V67,Người trên xe tải nặng bị thương khi va chạm với vật cố định hay tĩnh vật
V68,Người trên xe tải nặng bị thương trong Tai nạn giao thông không có va chạm
V69,Người trên xe tải nặng bị thương trong Tai nạn giao thông khác không rõ đặc điểm
V69.0,Lái xe bị thương khi va chạm với xe có động cơ khác không rõ đặc điểm không phải trong tai nạn giao thông
V69.1,Người đi xe bị thương khi va chạm với xe có động cơ khác không rõ đặc điểm không phải trong tai nạn giao thông
V69.2,Người đi xe tải nặng không rõ đặc điểm bị thương khi va chạm với xe có động cơ không rõ đặc điểm khác không phải trong Tai nạn giao thông
V69.3,Người đi xe tải nặng bị thương trong tai nạn không rõ đặc điểm không phải do Tai nạn giao thông
V69.4,Lái xe bị thương khi va chạm với xe có động cơ khác không rõ đặc điểm trong tai nạn giao thông
V69.5,Người đi xe bị thương khi va chạm với xe có động cơ khác không rõ đặc điểm trong tai nạn giao thông
V69.6,Người đi xe tải nặng không rõ đặc điểm bị thương khi va chạm với xe có động cơ khác không rõ đặc điểm trong tai nạn giao thông
V69.8,Người trên xe tải nặng bị thương trong Tai nạn giao thông đặc biệt khác
V69.9,Người đi xe tải nặng bị thương trong Tai nạn giao thông không rõ đặc điểm
X77,"Cố tình tự hại bằng hơi nước, hơi nóng và vật nóng"
Y12,"Ngộ độc và phơi nhiễm thuốc mê và thuốc làm hưng phấn tinh thần (sinh hoang tưởng) không xếp loại ở nơi khác, không rõ ý đồ"
V70,Người trên xe B bị thương khi va chạm với người đi bộ hay súc vật
V71,Người trên xe buýt (bus) bị thương khi va chạm với xe đạp
V72,người trên xe buýt (bus) bị thương khi va chạm với mô tô 2 hay 3 bánh
V73,"người trên xe buýt (bus) bị thương khi va chạm với ô tô, xe bán tải hoặc xe tải"
V74,người trên xe buýt (bus) bị thương khi va chạm với xe tải nặng hay xe buýt
V75,người trên xe buýt (bus) bị thương khi va chạm với tầu hỏa hay phương tiện đi trên ray
V76,người trên xe buýt (bus) bị thương khi va chạm với xe không có động cơ khác
V77,người trên xe buýt (bus) bị thương khi va chạm với vật cố định hay tĩnh vật
V78,người trên xe buýt (bus) bị thương trong tai nạn giao thông không có va chạm
V79,người trên xe buýt (bus) bị thương trong tai nạn giao thông khác không rõ đặc điểm
V79.0,Lái xe bị thương khi va chạm với xe có động cơ khác không rõ đặc điểm không phải do tai nạn giao thông
Y46.6,Thuốc chống động kinh khác và không rõ đặc điểm
Y46.8,Thuốc chống liệt cứng
Y47,"Thuốc an thần, gây ngủ và chống lo lắng"
Y47.0,"Barbiturat, không được xếp loại ở nơi khác"
Y47.2,Dẫn xuất cloral
Y47.3,Paraldehyd
Y47.4,Chế phẩm brom
Y47.8,"Các thuốc an thần, gây ngủ và chống lo lắng khác"
Y47.9,"Thuốc an thần, gây ngủ và chống lo lắng không rõ đặc điểm"
Y48,Khí gây mê và điều trị
Y48.0,Thuốc gây mê hô hấp
Y48.1,Thuốc gây mê tiêm
Y48.2,Thuốc gây mê toàn thân khác và không rõ đặc điểm
Y48.4,"Thuốc mê - tê, không rõ đặc điểm"
Y48.5,Khí điều trị
Y49,Thuốc hướng thần không được xếp loại ở nơi khác
Y49.0,Thuốc chống trầm cảm 3 vòng và 4 vòng
Y49.1,Thuốc chống trầm cảm ức chế men monoamin-oxidase
Y49.2,Các thuốc chống trầm cảm khác và không rõ đặc điểm
Y49.3,Ức chế tâm thần và an thần loại phenothiazin
Y49.4,An thần loại butyrophenon và thioxanthen
Y49.5,Ức chế tâm thần và an thần khác
Y49.6,Thuốc gây ảo giác (sinh hoang tưởng)
Y49.7,Thuốc kích thích tâm thần và lạm dụng thuốc
Y49.8,Các thuốc hướng thần khác chưa được xếp loại ở nơi khác
Y49.9,Thuốc hướng thần không rõ đặc điểm
Y50,"Kích thích hệ thần kinh trung ương, không xếp loại ở nơi khác"
Y50.0,Thuốc hồi sức
Y50.1,Chất đối kháng thụ cảm opioid
Y50.2,Methylxanthin không được xếp loại ở nơi khác
Y50.8,Chất kích thích hệ thần kinh trung ương khác
Y50.9,Chất kích thích hệ thần kinh trung ương không rõ đặc điểm
Y51,Thuốc tác dụng chủ yếu trên hệ thần kinh tự động
Y51.0,Chất kháng cholinesterase
Y51.1,Chất giống phó giao cảm khác (cholinergic)
Z45.3,Điều chỉnh và quản lý dụng cụ thính giác được cấy ghép
Z45.8,Điều chỉnh và quản lý các dụng cụ cấy ghép khác
Z45.9,Điều chỉnh và quản lý dụng cụ cấy ghép không xác định
Z46,Lắp ráp và điều chỉnh các dụng cụ khác
Z46.0,Lắp ráp và điều chỉnh kính và thấu kính tiếp xúc
Z46.2,Lắp ráp và điều chỉnh các dụng cụ khác liên quan tới hệ thần kinh và các giác quan đặc biệt
Z46.3,Lắp ráp và chỉnh hình răng
Z46.4,Lắp ráp và điều chỉnh dụng cụ chỉnh hình răng hàm mặt
Z46.5,Lắp ráp và điều chỉnh các dụng cụ gắn vào hỗng tràng và ruột non
Z46.7,Lắp ráp và điều chỉnh dụng cụ chỉnh hình
Z46.8,Lắp ráp và điều chỉnh các dụng cụ đặc hiệu khác
Z46.9,Lắp ráp và điều chỉnh hình dụng cụ không đặc hiệu
Z47,Chăm sóc theo dõi chỉnh hình khác
Y63.62,"Không dùng thuốc, dược chất, sinh chất không cần thiết"
Y63.8,"Sự cố trong chăm sóc nội, ngoại khoa khác"
Y63.9,"Sự cố trong chăm sóc nội, ngoại khoa không xác định chính xác"
Y64,Chất liệu y tế hay sinh học lây nhiễm
Y64.0,"Chất liệu y tế, sinh học, máu truyền, chất truyền lây nhiễm"
Y64.1,"Chất liệu y tế hay sinh học bị lây nhiễm, tiêm hay sử dụng gây miễn dịch"
Y64.8,Chất liệu y tế hay sinh học bị lây nhiễm vào cơ thể bằng các phương tiện khác
Y64.9,Chất liệu y tế hay sinh học bị lây nhiễm vào cơ không rõ bằng phương tiện nào
Z61,Những vấn đề liên quan đến sự kiện tiêu cực của đời sống thơ ấu
Z61.0,Mất quan hệ gần gũi trong thời kỳ thơ ấu
Z61.1,Trẻ bỏ nhà
Z61.2,Những mô hình khác của mối quan hệ gia đình trong thời kỳ thơ ấu
Z61.3,Những sự kiện làm trẻ mất tự trọng
Z61.4,Những vấn đề được xem là lạm dụng tình dục trẻ em của người lớn có quan hệ nương tựa chủ chốt
Z61.5,Những vấn đề được xem là lạm dụng tình dục trẻ em của người lớn ngoài quan hệ nương tựa chủ chốt
